text,sentiment
haha that was good slightly geeky but funny x,positive
i have a license and a car at least for now,neutral
say hello to marina green could participate in barcelona this weeken,negative
i hope it something relatively minor and easy to heal i ca stand it when the furbabies get sick,neutral
oh i just watched the third episode of jonas it awesome,positive
wants to go out tonight but ca nt get home,negative
i love paramore welcome back,positive
dahsar thanxs hun you too,positive
i m alllllllllllllllllllllllllllll about that a woke up late did nt get my breakfast wakenbake,neutral
fun to read thanks you brits make things interesting funny they whittled saints days to four,positive
you forgot your fans too haha,neutral
i know but unfortunately i one of the fifteen bazillions of americans without health insurance awesome,neutral
just got finished cleaning and putting out my mom presents happy mother day i going to sleeeeep,positive
getting to play golf with our kickin leadership team i have a feeling they r gon na kick me on the golf course,negative
wow christian lacroix bankrupt sad,negative
ia so much i have really been happy with any of cooks choices for singles,negative
good km visible shot of td one shows total decoupling of the low and mid level centers this system is dead waiting for the next one,negative
goingg to school today,neutral
cleaned out my followers list and blocked the girls now i look like a spammer,neutral
watching the episode of jonas,neutral
jogged in the forest with nina heavy wind reminded i need to set up some turbines free electricity,neutral
awww i lost a follower i fail,negative
so sad that no friends everyday for a long time,negative
in horse town blown out car speakers,neutral
watching chicago honeyyyy i m with you i miss me some hey arnold and wild thornberrys,negative
pool is still closed and it is cloudy what should i cook tonight,neutral
do u ever answer ur fans on here i wish u would i have a question i been wanting to ask u for months,neutral
b all the shows are sold out so i have to wait til tomorrow or sunday,neutral
soooo sunburnt my mum was out earlier so i had to wait for her to get in and fell asleep on the trampoline for hours in the sun u,negative
or this for that matter so jealous,negative
it still not working why not this is frustrating,negative
has has an ok day with jo she bit me and now its bruised,negative
thanks i have to finish schoolwork today no rehearsal tonight though what ru doing,positive
is nt going to the movies i got grounded,negative
erocka the ruler i called you but i see i gets the no love what s up with that,negative
i miss him alot but i m not gon na talk to him i hope,negative
its my last friday of my high school years,neutral
ohh i watching my best friend wedding it so sad,negative
on tha bus,neutral
this is truly enlightening for me,positive
thanks i deserve it,positive
bree say hi to the otters they are my besides the fact they are slowly killing themselves with each shell they open,neutral
he should be an honourary fluffette such lovely hair what left,positive
home from china back to work,neutral
scrub and moisturize does nt even sounds like showering maybe u should be inclined to follow me en rephael,neutral
yeah haha why,neutral
michael cera has a new movie,neutral
no school again this time cuz i m sick,negative
omg really i just ran into a wall,neutral
got into the show early jackson chillen lil shorty,neutral
did you know that there is a shortage of shells for crabs to use on the beach due to beach combers it is very sad,negative
it sucks no matter where you are i gon na freakin be late for work,negative
i do but i have to go to a dang wedding in madison,neutral
ha i thought you would enjoy the family guy reference and i more bored than you,negative
is abit happier at the thought that ashleigh loocie with be here soonish but sad to miss her s ane,neutral
i feel like i going to toss my cookies,neutral
hope you had a fab time just saw your twitpics love that you wore the dress great pic of d too,positive
shakalohana week two of flat wavez no surfin,negative
cool guide my best tip do not use them unless absolutely needed,positive
my best friend is,positive
same here i have to be in the mood it,neutral
t i m sooooo bored right now,negative
sis i do nt think i will be up sadly i m in alot of pain had bad nite can we go out anotha week soon,negative
this twitter is driving me nuts wont let me download a profile pic guess i keep trying,negative
reaons not worth it drunk for no reason depressed about revision nothing happened reason worth it matt after that i dunno,negative
twitter is slowing me down today,negative
say a hi to me tom please please,neutral
thought you might be interested in see who viewing your photos,positive
sitting with sabbeth in first period buhahaha we are so cool lmao,positive
chicago rocks my socks,positive
what you said about aj made no sense hahaha what were you talking about and i loved that picture of you and colin,positive
listening to hey zulu red n meth sux to be at work right now,neutral
i did the dishes and i now on a train to newcastle have to leave nontweetinggirlfriend behind for weeks which is always a bit sad,negative
that and being so careless with her vocals,negative
really really ca nt sleep x,neutral
at panera for lunch byyy myself aww,negative
on the way to sthlm it will maybe be a movie cool,neutral
happy birthday chip sister,positive
whew finally got in to rc,positive
my photo is gone,neutral
this is sounding like the worst lurgy ever the one that just wo go away are you ready for end of rope action yet,negative
i am a child of the digital age i use twitter to ask such questions do not bring logic into this,neutral
yayz today is the day i call and see if i got that job i ish so happy even though i slept horribly so i kinda drained,neutral
just tried talking voice died before end of sentence annpyimg thing i d i feel fine another day of not playing the hits,positive
lol yeah i guess you have a point,neutral
i have a headache,negative
better lighting would have enhanced the photo nice angle though,positive
may the be with you happy star wars day,positive
lol to see my king,neutral
oh i see daily life shots it be interesting as well,positive
woo great subject for this month now i can use my sparklers,positive
marley wo watch the french open unless it in hd which it not but my latest political ad is,neutral
any gear you do use anymore and want to throw away,neutral
happy its the weekend love has knocked me down,neutral
shantz heyy shantell twitter is cool that s why and guess what i followed britney spears and she followed me back,positive
aw sorry ur day sucked did u see my post abt car issues lol i think it safe to say it can only get better tho beer thirty,neutral
do nt worry i will i hate it when nobody comments on my pics,negative
oh its begun long before this,neutral
that what i was last night,neutral
do it and i give you the first hug,positive
is so freaking bored on the bus hate being poor return for a min train or return for an hour long has no battery,negative
nessiah yeah i will in fifteen minutes or so,neutral
i do like the term partner when it comes to relationships it too business like so that my ugly word of the day,negative
the top words i tweeted hug good people fun twitter that really quite nice,positive
at least you have a large vocabulary the benefit of being a writer hope you well sister,positive
i want to play,neutral
thanks you the first one to wish me a happy mother day,positive
i m the only ho that did nt go to tigerheat tonite,neutral
lol i liked the log ride reference but all i think about when i think of that ride is how wet you get,positive
tired as hell bed time from cara nighty night twitter world,negative
on duty in the students union with only punters there are more of us here than members of the public,neutral
i dunno what i gon na do i love my skinny jeans,positive
avenue love your website wish i lived closer to sample the cupcakey treats,positive
i always get really excited when steal my kisses by ben harper comes on the ipod great song love the beat boxing in the beginning,positive
may the be with you,positive
mady were did u go truck did u run away,neutral
yep we go there for christmas treats,neutral
john are you sure we are mtb,neutral
angels even though i probably not the third angels and demons,neutral
just camee back from bowling which i offiacial suck at,negative
ugh plane delayed due to weather stuck with another hour to kill,negative
i going to try get some sleep i got work mostly all day i training for bakery also glammyyy crocker on deck lmao text or call,neutral
views on my flickr account maybe is not much for you but i happy yay,positive
watching ripley believe it or not while eating bad choice,negative
watched the white house dinner speech by barack he just so many kinds of awesome,positive
i m totally confused and bored my life must change,negative
that the problem dns is working utorrent and destroytwitter are working while everything else is down,negative
watching all the kings men it be pretty good so far,positive
i always miss out i wo nt be able to commence in the foolishness til the fall but come fall i be visiting yay,negative
dee yeah i bought some when i was making those crispy waffles,neutral
lol why are they drumming there,neutral
more interested in watching snl for ciara than justin timberfake,positive
ok just woke up and need to get ready before a day of getting twitterena submitted,neutral
starting my internship today pretty excited,positive
tempted to buy mac at acw even though i do need anything but i want to try dazzleglasses,neutral
night night twitter world still ca nt believe the thomas thing tomorrow gunna be fun sad,neutral
is eating bbq jalapeno torta subway from los chaparros right next door,neutral
i need to memorize julius caesar lines,positive
music is always there when noone else understands i agree it very important a single song can change your whole day,positive
but have you got and twitted a link to it no fail,negative
bored and lonely at work,negative
i afraid i m def a product of the nri karan johar i been watching a lot of classics this semester,negative
just got home from doing the big shop totally munched out because i was so starving and i m at weigh in in the morning oops,neutral
audiotistic sneak your little butt in,neutral
lol your tweets are always fun to follow never a dull moment with the kulps,positive
miss you,negative
hall is that why you ai nt answer my call thought we were homies,negative
tired as it pissing down with rain i miss summer,negative
do you not like turtles,neutral
photo got my prints a few days ago ready for the norskart exhibition,neutral
hey thank you so much for the followfriday i failed miserably to get a list together this week,neutral
thanks so much to everyone who came out to speakeasy last night what a hit wonderful to see you all having fun june will be awesome,positive
also it has a dense treatment of cps and continuation based interpreter design which is not there in sicp good to have both,positive
nervous about going out tomorrow cos its the first time since my daughter was born she help,negative
starting to pack stuff up,neutral
omg same here they hurt so much,negative
spiderwoman she an amazing mum blogger mentor on top of that climbs walls,positive
wedding anniversary meal yest first proper meal out with wife since rohan born she did well and only checked her phone times,negative
i wish you could come to swindon hours away its my dream to meet you xoxo,positive
not doing relay oh well,negative
jolly good last night,neutral
is it possible to a have phobia of phobias afraid to look at list,negative
needs some snuggle time but has to get through the work day first boo,neutral
saw a dead bird on my way to a kind of day to start poor little bird,negative
well all my slacking off earned me a d and a c but at least everything else are a and b next school year all b and a esh,positive
aww i sorry glad mommy took care of you erin is in for some fun if there a bug on you in colorado,neutral
hello twittttty world how do you do,neutral
on the way to wildomar ca towing the lexus,neutral
hey,neutral
goodnight peoples,positive
cool that good you back on trains for a while,positive
poor baby got his first booboo that he caused himself lol,negative
we said anyone could write those special selected are of course chosen because they are outstanding,positive
will the presentations be available online during the meeting the poster discussants are going so fast i ca write fast enough,negative
like the simpsons that like asking so you like breathing,neutral
getting ready to start my work week it so not tgif for me it monday,negative
lol wen my mum used to take me as a kid i wud always eat the bread instead haha,neutral
happy mothers day to all the mom around hope you have a wonderful day,positive
more demon sam i need it to numb the pain,neutral
no prob skittles we always gon na have y all backs the true sweeties do nt play lol but yea we just got heated we sry,negative
it was a lonely battle my friend but you fought valiantly,positive
hope she see her bestie today,positive
haha i let you know how the show was hope here in romania they will show it on mtv sunday morning i have an exam,neutral
good morning tweeter world,neutral
sadly not no they his colleagues and it a work party,negative
its summer and no one has texted called me i m a loner,negative
eeeeeeeeeeeeee i jealous sia i did nt get to seee,negative
she is that why she never speaks to me in college i think i might just stick to unzela if hashim dosnt shoot me,negative
i so tired of being sick all the time,negative
bank holiday bliss jeremy kyle without even bothering the,positive
xd send it,neutral
no more adventure time,neutral
i have sore throat that suck,negative
no ff tweet for me,neutral
haha how exciting wat does it look like,positive
my whole body back pain treatment and detox starts monday not looking forward to a summer of hot yoga and healthy food,neutral
so you are like the rest of us on this miserable bank lol,negative
do you know if anyone from the believers never die tour is going on warped i know i ca wait haha,neutral
back to my interesting emails,positive
not eating funnel cake at mag fest is what i am doing,neutral
said wipe the slate clean before the jelly,neutral
first day at the new job yeah,positive
we going to panahra for dinner miss you guys,negative
happy mothers day to all your moms,positive
oh that bringing back fond memories i want to but i ca leave the kittens i sent you another pic of balloon,neutral
thanks for the concern and checking up on me much appreciated,positive
happy mother day to all mothers out there i am not one myself but i have been called something along those lines,positive
those dog pic had me rolf the one with the snow stuck too it has that if looks could kill look way funny,positive
oh happy late birthday my txt did send,neutral
lmao shush with my illness comes the joys of multiple mouth ulcers and i think they are coming back they just healed,negative
back from uminaa,neutral
math is all that is left for the day then the dmv,neutral
stood for hours in heels all for looks and to b able to look over tall people,neutral
you did not write back to me,neutral
me and my son just got up he sure does love the morning time i know he did not get that from me,positive
welcome since it seems you interested in cheese i hardly suggest you to follow too,positive
cheers lifts coffee cup here here for mondays,positive
pop idk how to reply to ur tweet from my phone lol but yeah my bday is in a few days soooo excited,positive
girl u sit ya double decker neck down and talk about ppl who are on ur level and not above,neutral
mcflyandjb its okay x,neutral
have twittered in forever yeah just had my sixteenth birthday party tonight,neutral
yikes i hope she was okay i never her heard her say her tummy hurt,neutral
happy mother day,positive
great to meet you thanks for the use of your umbrella i hope you ate and got some sleep,positive
good morning peoplee looks like it going to be a nice day today better than last week it was raining,positive
inthemaking aw,neutral
omg i never got your message so i did notice until i was looking back a ways sorry that was a good idea though lol,neutral
and jarita i going home now and i with two hot guys drool,neutral
watching hostage also got an idea for that animation i making hope to have it ready and post a link here by the fifth of june,positive
i missed the bus,negative
i took my ring out,neutral
which would be a lot easier to get if plane tickets to az did nt raise in price,positive
morning ashleighhh x,neutral
i dedicated that song to my vw when i sold it,neutral
not a fan,negative
new baby doing well i will be attempting to do some more painting this weekend,positive
thank you,positive
hope all enjoy the musicboat cruise what a tough job haha,neutral
lol freakinggg i worse a lookse shirt and shorts and sandals and it looks like its gon na rain outside boo yahoo wearther,negative
oh wow thanks wayne,positive
omg did i just see a tweet from miss bonnie amazing my phone died yesterday and oster has alltel i miss you,neutral
happy mothers day to all the mothers out there,positive
tgif but i have so much work to do this weekend,neutral
driving home so tired had a bad day,negative
today marking,neutral
to triste,negative
screw my phone its broken dont bother texting,negative
visiting family in hospital not fun,negative
dinner and a movie with the hubby,neutral
have yet to start this paper due tonight i have no motivation,negative
thanks i am greedy looking for a full fledged widget a la twitter so i can like and share from within nv much to expect,positive
very excited as we have just booked tickets to vegas we live in the uk ca believe the price of the show tickets,neutral
lol the things u got ta do sometimes man smh lol,neutral
tracky daks are one of the only good things about the weather getting colder that and porridge i just did both,positive
less than hrs until graduation going out tonight to celebrate,neutral
legend of inotia,neutral
that half the solution it does address the intrusion into the link sharing process but thanks,positive
i need to burp i m so nauseas,negative
not so good mood,negative
take a medicine,neutral
joe version is pretty but it a sleeper should be played at am,neutral
i going to bed it weird the time in a long time he did call and say goodnight i m a lil curious,neutral
i lost my voice,negative
at work sick but i ok to the mall,negative
i wanna go see the cab really bad,negative
really ur a brave lady walkin around those lions then any other book suggestions,positive
unfortunately no,negative
has got my xbox back i have a really sore knee ca nt walk,negative
i do think so what time are we leacing,neutral
was there going to be a recording of with the needle that stings in her heart on youtube or something i missed the stream,negative
lucky you all we had is rain in the city today enjoy,positive
so bored nothing to do,negative
this song is a slap on you face,negative
naw it does nt match up lol and i have no shenanigans to discuss but i did do the thing,negative
what you took your bracket off and now it time for bed,neutral
how come its for us now to win ms twitter it not working for you,neutral
that sucks how old are you actually,negative
get fightstar mercury summer here from musicmonday freemusic,neutral
well no phone today we are waiting till june to get a better deal sooooo but its all good,positive
home from the beach and only my feet are burned i am proud of myself and the sunscreen,positive
i love those creditcard sized memory sticks and microsoft keeps sending them to me,positive
missing my way of life and cooking for my mother on a saturday night mama i luv u,negative
watching miley cyrus on youtube,neutral
to eat or not to eat its gon na be my last meal for the next weeks,neutral
ach i back on and has to go drive her mate somewhere so is internet,neutral
working on some product buzz product reviews for the blog have a pain in the back of my neck,negative
should i say goodnight or good morning,neutral
heading to the gym the group of guys that used to go with me has all quit well except for brandon makes me terribly sad,negative
also,neutral
lord ca we just all get along,negative
happy mother day to all you tweeting mothers,positive
come if u could but australia is just too far away,negative
yessssss wore myself out this weekend planting my garden and working,neutral
eh i had better i excited to see ryan hurley tomorrow,positive
toni i having one of those days today also,neutral
not a fan of the layout change of hyperlinks i do like the indentation and well i clicking and no link shows,negative
i just love when all my little brothers friends come over,positive
as ur coming on to here i m just off to bed how s ur day been x,neutral
i should be sleep i have to wake up soooo early,neutral
yeah dnt go there i have dif apps on my phone for it so sad but there is a reason as to why lol,neutral
nice photoshop effects,positive
at a auto shop getting m suv fix ugh more,neutral
family bird is the word i family guy,neutral
haha well i was at my friend party but then i realized i forgot my stepmom bday so i had to come home to call her,neutral
trying to got through my unread e mail messages looks like this what i be doing for the rest of the evening,neutral
i feel better today,positive
thanks for the tip unfortunately a major crash in my https site just as extplorer,neutral
one final down two more to go wish me luck no a great effort,positive
happy mother day all the fabulous moms out there the world would run without us keep up the good work enjoy ur day,positive
i think i would die if they played pushit i missed them when they came last time when isis toured with them,negative
i love me some but no movies to see,neutral
not had an offer like that for a while,neutral
i am sad because i broke my super awesome giant paper clip i was using for my italy notes,negative
going to french anyone want to pick me up,neutral
goodnight loveee i have to attend extra classes at school tmrw urgh,positive
cool photo is that outside your place,neutral
i had a realization today and it made me sad but at least the healing can begin,negative
omg a rat ewwwww omg i ca nt wait for tha marra so ecxcited annabel ca nt go tho,neutral
good morning,positive
ahhhh ca nt find anything because i have way too much open,negative
listening to metal shop at mooneys all is good,positive
at work booo,negative
enjoying d view sg flyer,positive
my computer is being killed by a combo of mirrors edge and really poor thermal management gpu one sad game,negative
very succesful cancertown launch yesterday,positive
goodmorning night to you too sleep well,positive
slovakian country side is a refreshing change compared to tarmac and cars but i am a city boy and need the tarmac,positive
entering twitter lurk mode time to lock the keyboard just poured me a whiskey,neutral
its ok saw u with joey thought u looked interesting like the same things on sanctuarysunday,positive
you fine trying to kill off the bots and retweets in a bid to be the least popular person on twitter btw who are you,neutral
change my hairstyle but it is good as it supposed to be n do wealth that much money hate that,negative
mahalo great show aloha thx for makin it out to kauai we enjoyed it safe trip,positive
i will see if there a used organ shop there let you know but why not just sign up to and rock out,neutral
omg the in my pantry are calling my name i been ignoring them all day it is driving me completely insane too many calories,negative
nice what r ur plans for oh n happy mothers day if u happen b a mother,positive
yeahhhhhhhhhhhhh friday and i work tomorrow,neutral
i bet they will be great bags ca wait,positive
site of our first date macri deli closed lunching at favorite local greek spot the trojan horse instead,positive
just slammed my finger in a car dor fml ow,negative
gets to get up at am tommorow to collect money for relay for life yay me i do not want to get up,neutral
is going home i seriously had enough,negative
was wong,neutral
you ai nt invite me,neutral
hold on to what you got,neutral
oh cool you are coming to berlin,positive
i had a joke for you but it too long to tweet,neutral
i will never eat broadway pizza again feelin ill,negative
gon na miss my gurl while she s on her honeymoon,negative
i ca stop listening to new single paranoid it so amazing i love them,positive
my legs are sun burned,negative
you can turn the bird sounds off if you like in twitterena check out settings from your home page,neutral
wants to greet all the moms a happy mother day,positive
noooo fb has been good to me especially for the love of conversation,positive
cochran hi corey just saw your reply now here it is an i have a long night coming,neutral
bet you have never looked back weeks is a long school trip,positive
swimming and tanning was heaven i blasted music while tanning and was in my own world,positive
ohhh me i am rather bored how can a friday night be soo boring,negative
dlukasrossi your amazing wife her updates are locked hard to convince people to follow protected profiles,positive
is about to eat a hot link torta,neutral
installed the new modem which is meant to run times faster than the old one and its slower what the hell gah slow internet kills me,negative
i not sure which part you replying to lol but bb starts soon,neutral
think yourself lucky i also broke all my fingers at school when a window sash broke with my fingers like pancakes on the sill,neutral
wow i hope he gets better cancer can gtfo,positive
get down tonight the bridesmaids moms bride i rockin the reception,positive
the parking meter computed plus is i got jipped and the free minute button did work,negative
eating which wich yumm do nt think i had it since the season ended,positive
he in bed sick heavy fever went to dr part of the reason i watching aladdin now and still have been fed,negative
if u can smell goodness all around you and energy of big city and pinch on butt feel real yes u are in chicago,neutral
taking back the horrible shoes my mum made me get urgggh they are some nasty footwear problem is i ca find any other shoes,negative
already back from shopping and about to do a nice monday roast,positive
i not going till wednesday,neutral
i stop by for a bit when i off but have to rush to rehearsal no quiet for me tonight,neutral
aye now i want cheesecake,neutral
asks thnx for griting take care too god bless,positive
hey rocstar,neutral
ontd is our god,neutral
none but yea last weekend was crazy i think i partied to hard that s why i m sic,neutral
does get to see her today like planned,neutral
i m soooo loney,negative
is hungry with a sub,neutral
is hoping that she left her bb at home and did lose it on the metro,positive
what the hell ross where is hugh laurie he was supposed to be on tonights show,neutral
ummmnnn ummmnnn good thanks for letting me know earlier i ate already,positive
got told i got a good chance at gettin the job i am so so excited when i come back i want too,positive
right folks really must go now have to babysit my nephew in the morning another early start no twilight time nare mind nightall x,neutral
i just sick of stupid guys but for a moment u make me believe not all of them suck then i get back to reality,negative
wish i could want to stay and play with u guys and enjoy a block party for once,positive
is saddened by husker access no internet,negative
oh i forgot to eat grumble grumble,negative
may is human kindness day,neutral
kinda pissed really wanted to go see drag me to hell with christina and garrit but i have to work till am i go,negative
aww such a softy i can only imagine you a mess of tears at your own wedding you wo even be able to talk,neutral
i so it pouring right now,negative
sickkkkk get me out of this house need to get active what s going down celina havin a party hit me uhpp,negative
at myhouse with the girls tonight,neutral
happy star wars day,positive
away to the cinema tweet later may the be with you all x,neutral
i finally went and found some of the songs we sang in church in wellington online was easier than expected yay google fb,positive
ahhhh now i have no pic,neutral
first fail ca nt tweet from phone oh how i love my work phone,neutral
says new layout back to default plurk themes yay pero dumugo ilong ko kaka tweak sa font ha,neutral
nj oh i only in my i just joined twitter a few days ago,neutral
it been fine for me for like a week but now it just wo load,neutral
thanks a lot you very kind i just got back from a nice drive in the such a fun car to drive have a nice day,positive
ahhh lily new kitten just took a giant wet stinky on me,negative
you said you up your nose,negative
wishes you had teased me with movie night,positive
it this year ca catch it wo be in ny till oct,neutral
my stomach is killing me do i ca sleep,negative
why,neutral
agreed,neutral
reese pieces ily,positive
not the best way to start your day,positive
just ate way to many chocolate animal crackers,negative
oh tnx for following cass,neutral
do know and no not at all,negative
my problem is that i miss you i do,neutral
omg taylor and selena broke up sooo sad aw i think i actually like selena now poor gal,negative
ten update away from whooo hoooo budden,positive
attack thanks dude,positive
it last friday today,neutral
taylor swift and joe jonas looked really good together i kinda sad they broke up,neutral
you too sweetie,positive
kimbalicious you can have the milk i have i only have that here to drink i think that s what s making me feel sick,negative
mom says i have to get a new phone immediately off to t mobile she paying,neutral
yooo myyyyye bust how i sick tooo just shoot me long night tonight,negative
i wanna join the twit club,positive
i am a freshman in this site how to update help,neutral
nowhere babe ice come to do a few jobs here this morning sigh,neutral
broke up with girlfriend feeling very lonely and heartbroken sad times guys n,negative
just finished some sunday cleaning waiting to read the next chapter of kiyosaki book so i can hit a cleaner,neutral
why ca i sleep is it too much to ask for,neutral
gained wish i could afford something other than top ramen if only i had a job,negative
is drinking yay,positive
is a sleepyhead looking forward to tomorrow i love his family,positive
what about the dilfs oh wait wrong month happy mothers day,positive
alright live on next hours of vivid spring to summer music rawk on and enjoy,positive
omg i so sorry anything i can do to help,negative
do nt wanna cry but the seniors are out there breakin my i m home,negative
x men wolverine was hot i say go watch it,positive
i should be doing history,neutral
lol no trialing for the most part florida trials come to a screeching halt over the summer have fun this weekend,positive
cleaning my roooooooooom about to continue playing with my dsi,neutral
looking for a show to turn my brain into mush so it does hurt anymore any good free online ones you know of,positive
gooooooodmorning world god bless and have a great day,positive
i think the is confusing ca believe that many peeps will know that it should be a heart,negative
thanks glad you agree wth my follow or not policy,positive
wish i was there,neutral
i so unhappy being here i hate it it affecting everything my relationships with people my personality my attitude,negative
my ipod headphones have gone kaput wanted to buy new ones should i buy some bose instead then do they work with apple,negative
will be the first time i will not get to see coverage since comcast moved the channel from basic cable to premium,neutral
on the bus goin work but omg seriously i m sooooo tired do nt know if i survive the hour shift,negative
boy is going to a movie i wish i did feel like,negative
i did get my today sad,negative
ahh my stomach hurts,negative
xo wicked what time you leaving how come you ca nt stay the night,negative
nope i was home went it was on but i will soon,neutral
lol my current player is a brick it would be nice to have something slim,positive
hi i m jonathan from spotify just a month u cn have unlimited music no interuptions but i luv r little chats j do nt leave me,positive
lol fine i go for her too,neutral
omg i am the hair salon tears i hope i get out of here soon we watching the real house wives of nyc in here,positive
and thanks hoping its just allergies and not a nasty flu,positive
i love the music video of you belong with me by taylor,positive
can you lend me one i have a cold too,negative
got an appt the doctor at pm today to look at these bites hoping it is an infection i need more powerful anti itch cream,neutral
finally in my bed i must say i had quite an evening i ready to tackle this work week see what next weekend has in store for me,neutral
it was just true and you do cause me to having dirty thoughts lol well also some other dude huh xoxo,negative
maybe u should get a coffee machine at your new desk seems appropriate,positive
are you all going without me,neutral
concur with but people ca wait do stop making vas when clouds become a commodity do cross cloud,neutral
helloooo star wars day is cool lool wen do you go to cnaterbury then x,positive
it not as bad if you do combine fx are nice i like windows better than vista so far to me vista is win me reborn,positive
btw hey ppl lol tgif hopefully ur day is mine is aight feeling like it kinda sux i got no plans the wknd,positive
tapit please reply me if you win thanks,neutral
taking in the local art,neutral
new photo i m hungry getting off the computer now,neutral
well at least they have good taste in art cabinet so much,positive
just got home from school and from the wake of my friend father so tired,negative
i love it if you have had any takers yet,neutral
i right here worry,negative
now it weekend it so great i saw the rest of twilight tonight and i also have read fininsh break for know could i do that,positive
i just wanted to say that you have the best screen name ever that is all,positive
was nt it sad was the good,negative
can not sleep i super duper duper excited pour la paris the love city,positive
i days late but happy birthday hahahaha,positive
i help if you pay for my reactivation,positive
one week till exam block,neutral
i need one more follower,neutral
hiii i m on my ipod i ca nt fall asleep,neutral
my birthday chicken,neutral
haha i know and then i need a new car too oh ps i got a speeding ticket,neutral
its so sad how dead it is,negative
do nt cry for me i will see u tomorrow muah,positive
chocolate with peanut butter one of my favorite combonations,positive
have a glass of cold water and meditate a bit,positive
more minutes and i never have this class again its kinda sad cause this class is so fun,neutral
hmph this is nowhere near as effective as it was a few mins ago i wonder if it was a coincidence followers please report ur findings,negative
back at the vet and it is good,negative
had a great time last night but my eye is burning it hurts bad,neutral
in honour of starwarsday i have fired up a new hope in the dvd player in full thx glory,neutral
well sadly i live in the most boring city in the usa so there is nothing to do here,negative
i need some hot green tea i ca nt sleep,negative
salt and vinegar,neutral
i ca direct message you for my free lunch,negative
sorry about that i got behind on followers and am still catching up i follow folks that me including you,negative
my bf had to go to her dads for the week end i will have full days of bordom,negative
i a new french girl in twitter and i speak english very bad,negative
yeah it did it explained everything,neutral
yup us too spending time with mom sis and aunt have a great mothers day,positive
waaa you too,neutral
why has he called i being blown off yet again,negative
i went over the limit for actions per hour for twitter clients i hate that limit,negative
i need a break pfff work sucksss will be in myrtle beach sc in days things like that make me soooo happy woeiwoeiwoei,neutral
sunburnt gutted hope it faded by tmw,negative
good morning and thank you for the re tweet have a great day yourself,positive
today i salute all mothers and honour the feminine and now its time for a beer,positive
thanks joeman,positive
hawt hmm interesting choice,positive
my puppy gizmo me haha he still growls me i always look back my long pruple scar on my fingie,positive
making mashed potatoes and vegies to go with t bone steak for when he gets home,neutral
lol do rub it in,neutral
surf up this week starting this afternoon,neutral
awe me in work no bbq for moi this weekend,neutral
the one day i do my hair weather sucks where is the sun,negative
i did get the job but i will keep applying to other school i do want to teach,neutral
wanna know a not fun way to wake up having a panic attack and not being able to breath for no reason that sucked,negative
to make a long day short i did nothing well i had some friends over they just left we have been drinking since smashed,neutral
thanks so much we love fanmail talk to us anytime,positive
wgn in chicago used to be the calm airing of ideas but in the last days they changed the programing to sound bite shouting,neutral
that dope stay out of trouble,neutral
oh my god you adorable ilove you so much you are my inspiration nick,positive
awe did know cats got skin cancer,negative
lou hahah hopefully enjoy your day,positive
if i end up working in dc gmu is on my short list for masters no started sys eng program in the never finished,neutral
tati i sent you an emal doll did you get it,neutral
bored um song of the day i caught myself by paramore and no good deed from the musical wicked oh and fully alive by flyleaf,negative
my hair hurts,negative
thinks something and okay goodluck ako,positive
this is twistory in the making yeah i stole that one from you,neutral
people are just pisssing me offf ugh,negative
seen loads of new photos and stuff of new moon and ca nt wait lol l taylor lautner lol takes his shirt off times yum lol,positive
soetimes i envy those who have spent their whole lives in one place and have deep roots the grass on the other side syndrome,neutral
yeah bit it is overheating a bit and the ac died,negative
ok so i a lil happier now i hope i fixd my emails hope they were hacked although it seemed really suspicious,neutral
awww watching britney on snl she so young and cute and really funny i miss this britney,positive
the wedding is over everyone has gone home newlyweds are off to canada and finally there is quiet and i late for work,neutral
work soon lame going to miss the go lakers hope you win,negative
looking forward to your mandarin album hope that you will come singapore again,positive
tom is not with u hahahahahahhah he with my bff,neutral
heh that s the same theme i used on,neutral
wahey fancy meeting you here thanks for the tweet and great to be twittered together,positive
ugh not sure i have the patience or remaining intelligence at this point in the day week to refactor and rewrite this package of code,positive
wishing i could be in paulo for the show but fortunately i went to the brasilia one haha,positive
loved the comment on flashcads i old school too,positive
more day,neutral
ca nt say i havee i m at james but i did some rs yesterdayy i m learning my quotess,positive
listening to music texting umm msn lol bit bored lol garth brooks wooo i love him hehe,positive
i originally from seattle i just lived everywhere else including many places in the south,neutral
each day is a new beginning,positive
sounds like fun at least you still have some hair right how was the weekend,positive
still dealing with quite a bit of pain will jump off here soon to lay down very frustrating thanks asking,negative
rashid reeeaaaally why though ew i hate stockings,negative
now i feel sick,negative
nice new profile picture glad to see some friends in there,positive
mcflyandjb in heaven i go everywhere,neutral
addicted to glee watching the video over and over again i should be out,negative
sorry to disappoint not a big nascar fan but i still an all around decent redneck other than that,negative
i may see the sun come up all my bits are sore today but life is still grand tomorrow is a new day sleep well friend,neutral
girl i am buying posting your pressie tomorrow but i have no clue what to get you so i sorry if you hate it,negative
omgsh i know i dealing with that rite now its no fun,negative
hug yep i hate that meself,negative
the washer se chingo ha ha i busting my grandma lucia waaaaay back in the early lol,neutral
goodnight happy mothers day to all the mami on twitter,positive
i think if i was kirk i would have probably stolen that sweet ride from you too fancy in car phone ya talk through gg,neutral
my monday has been going extremely well not what i expected at all,positive
good morning looking forward to listening to the prodigy on radio big weekend brought their album yesterday p amaize tbqh x,positive
em,negative
that was not venessa that was me,neutral
